Sucursal;Trimestre Entrega;Capital Entregado ;Cantidad Cuotas;Importe Cuota;Interes Mensual;Zona Residencia;Edad;Nacionalidad;Informa Celular;Informa Tel Particular;Informa Email;Informa Tel Alternativo;Informa Nombre Jefe;Puesto Laboral;Ingreso Formal;Sexo;Target
Once;III;5000;11;1019;0.11;Capital Federal;44;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;11986.2;F;Cumplidor
Once;III;15000;15;2695;0.11;Capital Federal;;ARGENTINA;SI;SI;SI;NO;SI;PORTERO;26000;M;Deudor
Once;III;15000;15;2695;0.11;Capital Federal;36;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;22535;F;Deudor
Once;III;15000;15;2695;0.11;Capital Federal;36;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;22535;F;Deudor
Once;III;25000;15;4103;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;;M;Deudor
Once;III;25000;15;4103;0.1;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;;M;Deudor
Once;III;15000;15;2695;0.11;Capital Federal;37;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;23884;M;Cumplidor
Once;III;15000;15;2695;0.11;Capital Federal;37;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;23884;M;Cumplidor
Once;III;20000;15;3593;0.11;Capital Federal;65;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;20954.6;F;Cumplidor
Once;III;15000;11;3058;0.11;Capital Federal;38;ARGENTINA;SI;NO ;NO;NO;NO;SALUD;22281;F;Deudor
Once;III;20000;11;4078;0.11;Capital Federal;39;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;19130.6;M;Cumplidor
Once;III;15000;15;2695;0.11;Zona Sur;55;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;18410;F;Cumplidor
Once;III;10000;6;2682;0.1;Capital Federal;40;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;29336.3;M;Cumplidor
Once;III;15000;11;3058;0.11;Capital Federal;53;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;22698;M;Cumplidor
Once;III;15000;15;2695;0.11;Zona Sur;54;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;27109;M;Cumplidor
Once;III;10000;6;2682;0.1;;50;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;19554;F;Cumplidor
Once;III;10000;9;2395;0.13;;46;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;28735.4;F;Cumplidor
Belgrano;III;20000;15;3111;0.09;Capital Federal;62;ARGENTINA;SI;SI;SI;SI;SI;PORTERO;35000;M;Cumplidor
Once;III;10000;9;2300;0.12;Capital Federal;54;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;15352;M;Cumplidor
Once;III;10000;15;1797;0.11;Capital Federal;48;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;19232;F;Deudor
Once;III;10000;11;2039;0.11;Zona Sur;52;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;49417;M;Deudor
Once;III;15000;15;2695;0.11;Zona Sur;47;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;29310;M;Cumplidor
Once;III;10000;11;2039;0.11;Capital Federal;48;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;20000;F;Cumplidor
Once;III;15000;9;3593;0.13;;47;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;33378;M;Deudor
Once;III;10000;9;2049;0.09;Capital Federal;47;ARGENTINA;SI;NO ;SI;NO;SI;COMERCIO;18561;F;Cumplidor
Once;III;5000;9;1361;0.16;Capital Federal;42;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;13333;M;Deudor
Once;III;5000;9;1361;0.16;Capital Federal;42;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;13333;M;Deudor
Once;III;20000;11;4415;0.13;Capital Federal;44;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;34058;M;Cumplidor
Once;III;15000;9;3614;0.13;Capital Federal;58;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;29096;M;Deudor
Once;III;15000;9;3614;0.13;Capital Federal;43;ARGENTINA;SI;SI;SI;NO;SI;ADMINISTRACION;25000;F;Cumplidor
Once;III;10000;9;2409;0.13;Capital Federal;55;ARGENTINA;SI;NO ;SI;NO;SI;ADMINISTRACION;21214;M;Cumplidor
Once;III;12000;11;2649;0.13;Capital Federal;54;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;14840.1;F;Cumplidor
Once;III;10000;11;2207;0.13;Zona Norte;59;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;22955;M;Cumplidor
Once;III;12000;9;2874;0.13;Zona Sur;26;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;15765;F;Cumplidor
Once;III;15000;6;4281;0.12;Capital Federal;26;ARGENTINA;SI;NO ;NO;NO;NO;COMERCIO;25280;F;Cumplidor
Once;III;10000;9;2409;0.13;Zona Sur;43;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;23787;F;Cumplidor
Once;III;12000;11;2649;0.13;Zona Oeste;58;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;20352;M;Cumplidor
Once;III;20000;11;4078;0.11;Zona Oeste;50;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;35690;F;Deudor
Once;III;10000;15;1797;0.11;Capital Federal;47;ARGENTINA;SI;NO ;SI;NO;NO;ADMINISTRACION;20409.4;F;Cumplidor
Once;III;15000;11;3311;0.13;Capital Federal;36;ARGENTINA;SI;SI;NO;NO;SI;LIMPIEZA Y SEGURIDAD;16743.5;F;Cumplidor
Once;III;12000;6;3424;0.12;Capital Federal;23;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;17823.9;F;Deudor
;III;12000;6;3424;0.12;Capital Federal;23;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;17823.9;F;Deudor
Once;III;10000;11;2207;0.13;Capital Federal;38;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;16697;F;Cumplidor
Once;III;8000;11;1766;0.13;Zona Sur;56;ARGENTINA;SI;NO ;NO;NO;NO;COMERCIO;16454;F;Cumplidor
Once;III;10000;9;2409;0.13;Capital Federal;24;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;21082.1;F;Cumplidor
Once;III;3000;3;1427;0.14;Capital Federal;46;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;24851.9;F;Cumplidor
Once;III;5000;9;1361;0.16;Capital Federal;55;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;16618.4;F;Cumplidor
Once;III;10000;11;2207;0.13;Zona Norte;;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;27396;M;Cumplidor
Once;III;5000;6;1639;0.16;Zona Sur;54;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;26614.1;M;Cumplidor
Once;III;10000;15;1797;0.11;Capital Federal;50;ARGENTINA;SI;SI;NO;NO;SI;SALUD;50120.3;F;Cumplidor
Once;III;15000;11;3311;0.13;Capital Federal;53;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;19172;M;Deudor
Once;IV;8000;9;1928;0.13;Zona Oeste;61;ARGENTINA;SI;NO ;NO;NO;SI;SALUD;31797;M;Cumplidor
Once;IV;12000;9;2891;0.13;Capital Federal;52;ARGENTINA;SI;NO ;NO;NO;SI;;49802;M;Cumplidor
Once;IV;18000;6;5137;0.12;Capital Federal;49;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;23925;M;Cumplidor
Once;IV;15000;9;3614;0.13;Capital Federal;34;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;23224.2;M;Cumplidor
Once;IV;10000;6;2854;0.12;Zona Sur;44;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;34000;M;Cumplidor
Once;IV;8000;6;2622;0.16;Zona Norte;22;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;20453;F;Cumplidor
Once;IV;3000;3;1483;0.16;Zona Sur;59;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;12183;F;Cumplidor
Once;IV;12000;9;2891;0.13;Capital Federal;48;ARGENTINA;NO;SI;NO;NO;SI;PORTERO;26622.9;M;Cumplidor
Once;IV;12000;9;2891;0.13;Zona Sur;58;ARGENTINA;SI;SI;NO;NO;NO;SALUD;18808;F;Cumplidor
Once;IV;8000;11;1766;0.13;Capital Federal;57;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;20134;M;Cumplidor
Once;IV;8000;9;1928;0.13;Capital Federal;31;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;11703;M;Cumplidor
Once;IV;15000;9;3614;0.13;Zona Sur;47;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;19720.8;M;Deudor
Once;IV;10000;11;2207;0.13;Capital Federal;47;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;21325;M;Cumplidor
Once;IV;10000;9;2409;0.13;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;30000;M;Cumplidor
Once;IV;15000;9;3614;0.13;Zona Sur;47;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;20000;M;Cumplidor
Once;IV;10000;11;2207;0.13;Zona Sur;45;ARGENTINA;SI;SI;NO;NO;SI;ADMINISTRACION;21000;M;Cumplidor
Once;IV;15000;6;4281;0.12;Zona Sur;39;ARGENTINA;SI;SI;NO;NO;NO;ADMINISTRACION;35482;F;Cumplidor
Once;IV;3000;3;1483;0.16;Zona Sur;59;ARGENTINA;SI;NO ;NO;NO;NO;ADMINISTRACION;27584;M;Cumplidor
Once;IV;15000;6;4281;0.12;Zona Oeste;34;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;18540;M;Cumplidor
Once;IV;10000;11;2207;0.13;Capital Federal;55;ARGENTINA;SI;SI;NO;NO;SI;COMERCIO;24000;M;Cumplidor
Belgrano;IV;5000;3;2981;0.26;Capital Federal;21;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;14937;F;Cumplidor
Once;IV;15000;14;3158;0.14;Capital Federal;60;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;21391;F;Deudor
Once;IV;15000;14;3158;0.14;Capital Federal;31;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;20740.9;M;Deudor
Once;IV;15000;14;3158;0.14;Capital Federal;54;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;26599;M;Cumplidor
Once;IV;5000;6;1739;0.18;Zona Norte;39;ARGENTINA;SI;SI;SI;NO;SI;COMERCIO;22406;F;Cumplidor
Once;IV;10000;14;2105;0.14;;49;ARGENTINA;SI;NO ;NO;NO;SI;LIMPIEZA Y SEGURIDAD;24276.5;F;Cumplidor
Once;IV;5000;6;1739;0.18;Capital Federal;46;ARGENTINA;SI;NO ;SI;NO;SI;SALUD;27531;F;Cumplidor
;IV;10000;11;2207;0.13;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;30564;M;Cumplidor
Belgrano;IV;10000;11;2207;0.13;Capital Federal;;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;30564;M;Cumplidor
Belgrano;IV;5000;6;1639;0.16;Zona Oeste;58;ARGENTINA;SI;NO ;NO;NO;SI;COMERCIO;17924;F;Cumplidor
Once;IV;20000;14;4105;0.13;Capital Federal;54;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;38110;M;Cumplidor
Belgrano;IV;15000;14;3158;0.14;Capital Federal;43;ARGENTINA;SI;NO ;NO;NO;SI;PORTERO;21819;M;Deudor
Once;IV;25000;14;4949;0.13;Capital Federal;30;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;46731;M;Cumplidor
Once;IV;5000;6;1689;0.17;Capital Federal;62;ARGENTINA;SI;NO ;NO;NO;NO;COMERCIO;24181;M;Cumplidor
Once;IV;10000;18;1901;0.13;Zona Oeste;44;ARGENTINA;SI;NO ;SI;NO;SI;OPERARIO;25686;M;Cumplidor
Once;IV;15000;18;2851;0.13;Capital Federal;47;ARGENTINA;SI;NO ;SI;NO;SI;PORTERO;11469;F;Cumplidor
Once;IV;10000;14;2105;0.14;Capital Federal;63;ARGENTINA;SI;SI;NO;NO;SI;PORTERO;33000;M;Cumplidor
Once;IV;15000;18;2851;0.13;Capital Federal;26;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;38797;F;Deudor
Once;IV;10000;16;1976;0.14;Capital Federal;24;ARGENTINA;SI;NO ;NO;NO;SI;ADMINISTRACION;20626;M;Cumplidor
